Rank,Name,Wealth (in $1B USD),Country Headquartered,Company,Industry
1247,Donald Hall,1.8,United States,Hallmark Cards,Greeting Cards
1248,Eduardo Belmont,1.8,Peru,Belcorp,Cosmetics
1249,Hans-Werner Hector,1.8,Germany,SAP,Technology
1250,He Simo,1.8,China,Eastups,Manufacturing
1251,Hedda Brahm Droege,1.8,Germany,Droege International,Services
1252,Hiroko Takei,1.8,Japan,TFK Corp,Financial Services
1253,Hong Lee Ra-Hee,1.8,South Korea,Samsung,Electronics
1254,Hsu Cheng,1.8,China,Hsu Fu Chi,Food & Beverages
1255,Hu Kaijun,1.8,China,CheChc,Pharmaceuticals
1256,Huang Chaoyang,1.8,Hong Kong,SCE,Real Estate
1257,Huang Chulong,1.8,China,Galaxy,"Real Estate, Investment"
1258,Jacques Merceron-Vicat,1.8,France,Vicat,Cement
1259,Jaime Botin,1.8,Spain,Bankinter,Banking
1260,Jeffrey Lurie,1.8,United States,Philadelphia Eagles,Sports
1261,Ji Haipeng,1.8,China,Logan Estate,Real Estate
1262,Jose Luis Del Rio Goudie,1.8,Chile,SACI Falabella,Multi Brand Retailing
1263,Julia Oetker,1.8,Germany,Dr Oetker,Food & Beverages
1264,Jurgen Bickle,1.8,Germany,SEW Eurodrive,Manufacturing
1265,Kagemasa Kozuki,1.8,Japan,Konami,Entertainment
1266,Kenneth Lo,1.8,United Kingdom,Crystal,Textiles
1267,Kim Bum-Soo,1.8,South Korea,Daum Kakao,Mobile application (Online services)
1268,Kommer Damen,1.8,Netherlands,Damen Shipyards,Logistics & Shipping
1269,Koo Lin Jui-Hui,1.8,Taiwan,CTBC,Financial Services
1270,Lee Hwa Kyung,1.8,South Korea,Orion,Food & Beverages
1271,Li Kwok-po,1.8,Hong Kong,BEA,Banking
1272,Mahdi al-Tajir,1.8,United Kingdom,Highland Spring,Real Estate
1273,Mao Lixiang,1.8,China,Fotile,Manufacturing
1274,Mark Stevens,1.8,United States,Sequoia Capital,Investments
1275,Mikhail Balakin,1.8,Russia,Construction Department 155,Construction
1276,Mitchell Goldhar,1.8,Canada,Smart Centres,Real Estate
1277,N Murray Edwards,1.8,Canada,Canadian Natural Resources,Energy
1278,Nelson Peltz,1.8,United States,Trian Partners,Investments
1279,Nikolai Tsvetkov,1.8,Russia,Financial Corporation Uralsib,Financial Services
1280,Richard Oetker,1.8,Germany,Dr Oetker,Food & Beverages
1281,Rosely Schweizer,1.8,Germany,Dr Oetker,Food & Beverages
1282,Shamsheer Vayalil,1.8,United Arab Emirates,VPS Healthcare,Healthcare
1283,Stein Erik Hagen,1.8,Norway,Orkla,Manufacturing
1284,Stephen Rubin,1.8,United Kingdom,Pentland,Sports apparel
1285,Stewart Horejsi,1.8,United States,Berkshire Hathaway,Conglomerate
1286,Su Suyu,1.8,China,Lianmei,"Real estate, mining, investments"
1287,Sukanto Tanoto,1.8,Singapore,Sateri Holdings,Manufacturing
1288,Timothy Headington,1.8,United States,Headington,Energy
1289,Tsai Chi-Jui,1.8,Taiwan,Pou Chen,Manufacturing
1290,Tseng Shin- Yi,1.8,China,Chang Chun,Oil & Gas
1291,Vladimir Iorich,1.8,Switzerland,Pala Investment,Mining
1292,Walter Scott Jr,1.8,United States,Mid American Energy,Energy
1293,Wu Daohong,1.8,China,Shenwu,Environmental Protection
1294,Yokyu Kanazawa,1.8,Japan,Sanyo Bussan,Entertainment
1295,Zhang Dazhong,1.8,China,Dazhong,Investments
1296,Zhou Chengjian,1.8,China,Metersbonwe,Textiles
1297,Henry Ross Perot Jr,1.7,United States,Perot System,Technology
1298,Alberto Prada,1.7,Italy,Prada,Single Brand Retailing
1299,Aldo Bensadoun,1.7,Canada,Aldo Shoes,Retail (shoes)
1300,Alexander Svetakov,1.7,Russia,Absolut Retail,Banking
1301,Alfredo Egydio Arruda Villela Filho,1.7,Brazil,Itau Unibanco,Banking
1302,Aloke Lohia,1.7,Thailand,Indorama Ventures,Chemicals & Petrochemicals
1303,Anna Maria Braun,1.7,Germany,B. Braun,Medical device
1304,Anna Murdoch,1.7,United States,News Corp,Media
1305,Barbara Carlson Gage,1.7,United States,Carlson,Hospitality
1306,Bill Alfond,1.7,United States,Berkshire Hathaway,Conglomerate
1307,Binod Chaudhary,1.7,Nepal,Chaudhary Group,Food & Beverages
1308,Bo Shijiu、Li Guiping,1.7,China,Changjiu,Express delivery
1309,Bruce Karsh,1.7,United States,Oaktree Capital,Investments
1310,Cao Dewang,1.7,China,Fuyao Glass,Manufacturing
1311,Chen Kaixuan,1.7,China,Liby,Daily chemical product
1312,Chen Qingzhou、Weng Limin,1.7,China,Hytera,Wireless services
1313,Chen Rong,1.7,China,Shanghai Zhonglu,Investments
1314,Chen Xiaoying,1.7,China,Shentong Express,Express delivery
1315,Chin Jong-Hwa,1.7,China,Minth,Manufacturing
1316,Clement Fayat,1.7,France,Fayat Group,Construction
1317,Cui Lijie,1.7,Hong Kong,Bower Pacific,"Food & Beverages,Gaming"
1318,Dai Weili,1.7,United States,Marvell,"Semiconductors, computer chips"
1319,David & Vicky Teoh,1.7,Australia,TPG Telecom,Telecom
1320,Edward Bass,1.7,United States,Fine Line,Energy
1321,Edward Rogers III,1.7,Canada,Rogers Communications,Telecommunication
1322,Fahd Hariri,1.7,France,Turk Telekomunikasyon,Construction
1323,Farhad Akhmedov,1.7,Russia,Northgas,Energy
1324,Frank McCourt,1.7,United States,LA Dodgers,Sports
1325,Fritz Draexlmaier,1.7,Germany,Draexlaimer,Automobiles & Auto Components
1326,Gary Michelson,1.7,United States,Medtronic,Medical Equipments
1327,Heinrich Weiss,1.7,Germany,SMS Group,Steel
1328,Henry Hillman,1.7,United States,Hilman,Investments
1329,Horst Wortmann,1.7,Germany,Wortmann,Apparel
1330,Huang Lianxi、Zuo Xiaoping,1.7,China,L&S,Plastic pipes and fittings
1331,Huang Xi,1.7,China,Goodfirst,Financial Services
1332,Huo Qinghua,1.7,China,China Kingho,Heavy Industry
1333,Igor Makarov,1.7,Russia,Itera,Energy
1334,James Dinan,1.7,United States,York Capital Management,Hedge Funds
1335,Johanna Braun,1.7,Germany,B. Braun,Medical device
1336,Jonathan Nelson,1.7,United States,Providence Equity Partners,Investments
1337,Jost Hellmann,1.7,Germany,Hellmann Worldwide Logistics,Logistics & Shipping
1338,Karl Friedrich Braun,1.7,Germany,B. Braun,Medical device
1339,Kenji Kasahara,1.7,Japan,Mixi,Social Network
1340,Klaus Hellmann,1.7,Germany,Hellmann Worldwide Logistics,Logistics & Shipping
1341,Klaus-Peter Schulenberg,1.7,Germany,CTS Eventim  ,Entertainment
1342,Kunio Busujima,1.7,Japan,Sankyo,Entertainment
1343,Lee Bass,1.7,United States,Disney,Media
1344,Lee Jay-Hyun,1.7,South Korea,Cj Korea Express,Food & Beverages
1345,Li Rucheng,1.7,China,Youngor,Textiles
1346,Li Sze Lim,1.7,Hong Kong,R&F,Real Estate
1347,Li Xianyi、Dong Xizhi,1.7,Hong Kong,Xinyi Glass,Manufacturing
1348,Lin Dingqiang、Lin Fengying,1.7,China,Kamfei,Real Estate
1349,Lin Ming-Hsiung,1.7,Taiwan,Yuan Lih,Retail
1350,Marilyn Carlson Nelson,1.7,United States,Carlson,Hospitality
1351,Marina Prada ,1.7,Italy,Prada,Single Brand Retailing
1352,Markus Persson,1.7,United States,Minecraft,Entertainment
1353,Matthias Reinhart,1.7,Switzerland,VZ Holding,Financial Services
1354,Mikhail Gutseriev,1.7,Russia,Oao Russneft,Energy
1355,Mohamed Al Fayed,1.7,United Kingdom,Ritz Paris,Multi Brand Retailing
1356,Nan Cunhui,1.7,China,Chint,Manufacturing
1357,Noam Gottesman,1.7,United States,Toms Capital,Hedge Funds
1358,Peter Alfond,1.7,United States,Berkshire Hathaway,Conglomerate
1359,Peter Unger,1.7,Germany,Auto-Teile-Unger ,Automobiles & Auto Components
1360,PNC Menon,1.7,Oman,PNC Investments,Investments
1361,Radovan Vitek,1.7,Czech Republic,CPI property group,Real Estate
1362,Rahul Bhatia,1.7,India,Interglobe Enterprise,Transport Services
1363,Roger Penske,1.7,United States,Penske Automotive,Automobiles & Auto Components
1364,Ruan Shuilong,1.7,China,Lonsen,Manufacturing
1365,Samih Sawiris,1.7,Egypt,Orascom Construction,Construction
1366,Sheryl Sandberg,1.7,United States,Facebook,Technology
1367,Sid Bass,1.7,United States,Disney,Media
1368,Stanley Perron,1.7,Australia,Perron Group,Real Estate
1369,Susan Alfond,1.7,United States,Berkshire Hathaway,Conglomerate
1370,Ted Alfond,1.7,United States,Berkshire Hathaway,Conglomerate
1371,Thomas Meyer ,1.7,Spain,Desigual,"Textiles, Apparels & Accessories"
1372,Thomas Steyer,1.7,United States,Farallon Capital Management,Hedge Funds
1373,Ty Warner,1.7,United States,Ty Warner Hotels & Resorts,Hospitality
1374,Valentin Gapontsev,1.7,United States,Ipg Photonics,Medical Equipments
1375,Wang Laichun,1.7,China,Luxshare Precision,Computer connectors
1376,Wang Laisheng,1.7,China,Luxshare Precision,Computer connectors
1377,Wang Wenliang,1.7,China,China Rilin,Logistics and Shipping
1378,William R. Berkley Jr,1.7,United States,WR Berkley Corp,Insurance (property & casualty)
1379,Yin Mingshan,1.7,China,Lifan,"Motorcycles, automobile, investment"
1380,Yitzhak Tshuva,1.7,Israel,Delek Group,Real Estate
1381,Yu Songbo,1.7,China,Herun,Real Estate
1382,Yusuf Hamied,1.7,India,Cipla,Pharmaceuticals
1383,Zhang Zhongneng、Guo Meilan,1.7,China,HEC,"Aluminium, pharmaceuticals, mining"
1384,Zhou Liangzhang,1.7,China,Hexing Electrical,Manufacturing
1385,Zhou Zhenke,1.7,China,Dasheng Times Cultural,TMT
1386,Aerin Lauder Zinterhofer,1.6,United States,Estee Lauder,Cosmetics
1387,Albert Yeung,1.6,Hong Kong,Emperor,"Real Estate,Entertainment"
1388,Alberto Alcocer,1.6,Spain,Banco Zaragozano,Investments
1389,Alberto Cortina,1.6,Spain,Banco Zaragozano,Investments
1390,Alexei Ananyev,1.6,Russia,Synterra ,Banking
1391,Alicia & Tannetta Fentener van Vlissingen,1.6,Netherlands,Shv Holdings,Energy
1392,Andrei Skoch,1.6,Russia,Metalloinvest,Mining
1393,Bernardo Matte,1.6,Chile,Empresas CMPC,Forestry
1394,BR Shetty,1.6,United Arab Emirates,NMC Healthcare,Health care
1395,Cai Rongjun,1.6,China,0-Film Tech,TMT
1396,Chang Yun Chung,1.6,Singapore,Pacific International Lines,Logistics
1397,Charles Dunstone,1.6,United Kingdom,Carphone Warehouse,Multi Brand Retailing
1398,Christopher Goldsbury,1.6,United States,Pace Salsa,Food & Beverages
1399,Christopher Hohn,1.6,United Kingdom,The Children's Investment Fund Management,Hedge Funds
1400,Chu Jinfu,1.6,China,Senyuan Electric,Electronics
1401,Dato Sri Tahir,1.6,Indonesia,Bank Mayapada,Banking
1402,Dimitry Ananyev,1.6,Russia,Synterra ,Banking
1403,Edward Lampert,1.6,United States,Sears Holdings,Hedge Funds
1404,Eliodoro Matte,1.6,Chile,Empresas CMPC,Forestry
1405,Fred Chang,1.6,China,Newegg,Online Retail
1406,Ge Weidong,1.6,China,Hundun,Investments
1407,Gerry Harvey,1.6,Australia,Harvey Norman,Retail
1408,Gerry Schwartz,1.6,Canada,Onex corporation,Investment management
1409,Glen Taylor,1.6,United States,Taylor Corp,Packaging
1410,Henry Nicholas III,1.6,United States,Broadcom,Technology
1411,Huang Qiaoling,1.6,China,Worldland,Other Services
1412,Huang Zhuangmian,1.6,China,Feima International,Warehousing logistics transportation
1413,Jack Dorsey,1.6,United States,Twitter,Technology
1414,James Richardson,1.6,Canada,James Richardson & Sons,Conglomerate
1415,Jiang Yehua、Jiang Yu,1.6,China,Huayu,Real Estate
1416,John Martin,1.6,United States,-,Biotechnology
1417,Kamil Yazici,1.6,Turkey,Anadolu,Food & Beverages
1418,Lai Haimin,1.6,China,Horoy,Real estate
1419,Lee Boo-Jin,1.6,South Korea,Samsung,Electronics
1420,Lee Man Tat,1.6,Hong Kong,Lee Kun Kee,Food & Beverages
1421,Lee Seo-Hyun,1.6,South Korea,Samsung,Electronics
1422,Lei Jufang,1.6,China,Qizheng Pharmaceutical,Pharmaceuticals
1423,Li Feilie,1.6,China,Feishang,"Mining, steel, energy"
1424,Li Zhen,1.6,China,Anhui Guoxuan,"Real estate, screen culture, batteries"
1425,Liang Guangwei,1.6,China,Huaqiang,"High-tech information service, culture, real estate"
1426,Lin Mingzhang,1.6,China,Creat,Pharmaceuticals
1427,Louis Le Duff,1.6,France,Groupe Le Duff,Food and Bevarage
1428,Ludwig Theodore Braun,1.6,Germany,B. Braun,Medical device
1429,Luigi Cremonini,1.6,Italy,Cremonini Group,Food Processing
1430,Mallika Srinivasan,1.6,India,TAFE,Automobiles & Auto Components
1431,Martua Sitorus,1.6,Singapore,Wilmar International,Food & Beverages
1432,Mi Enhua,1.6,China,Hualing,"Real estate, livestock"
1433,Michael Hintze,1.6,United Kingdom,CQS,Investments
1434,Mohammed Al Barwani,1.6,Oman,MR Holding,Oil
1435,Murat Ulker,1.6,Turkey,Yildi,Food & Beverages
1436,Mustafa Kucuk,1.6,Turkey,LC Waikiki,Fashion Store
1437,Nandlal Rungta,1.6,India,Rungta Mines,Metals & Mining
1438,Paolo Bulgari,1.6,Italy,LVMH,Single Brand Retailing
1439,Patricia Angelini Rossi,1.6,Chile,Antarchille,Conglomerate
1440,Patricia Matte,1.6,Chile,Empresas CMPC,Forestry
1441,Per & Winnie Enevoldsen,1.6,Denmark,Pandora,Jewllery
1442,Pierre Chen Tai-Ming,1.6,Taiwan,Yageo,Manufacturing
1443,Pu Zhongjie、Zhang Yue'e,1.6,China,Lepu,Health care
1444,Rainer Bickle,1.6,Germany,SEW Eurodrive,Manufacturing
1445,Ren Jianhua,1.6,China,Robam,Consumer Electronics
1446,Richard Marriot,1.6,United States,Host Hotels & Resorts,Hospitality
1447,Roberto Angelini Rossi,1.6,Chile,Antarchille,Conglomerate
1448,Saif Al Ghurair,1.6,United Arab Emirates,Mashreq Bank,Banking
1449,Sanford Weill,1.6,United States,Citi Group,Financial Services
1450,Sol & Eddie Zakay,1.6,United Kingdom,Topland,Real Estate
1451,Spiro Latsis,1.6,Switzerland,Hellenic Petroleum,Oil & gas
1452,Steve Wynn,1.6,United States,Wynn Resort,Casinos
1453,Sun Hongbing,1.6,China,Sunac,Real Estate
1454,Sun Shangchuan、Liu Wei,1.6,China,Tatfook,Communications equipment
1455,Sylvia Stroher,1.6,Germany,Wella,Cosmetics
1456,Tan Bingzhao,1.6,China,Nimble,Real estate
1457,Thomas Prinzhorn,1.6,Austria,Prinzhorn,Packaging
1458,Timothy Boyle,1.6,United States,Columbia Sportswear,Sportswear
1459,Tiong Hiew King,1.6,Malaysia,Oregon Group,Investments
1460,Victor Pinchuk,1.6,Ukraine,Interpipe,Manufacturing
1461,Wang Shusheng,1.6,China,DTW Logistics,Investments
1462,Wei Qi & Wei Xiao,1.6,China,Tianhe Chemicals,Manufacturing
1463,Wen Jianping,1.6,China,Origin Water,Water Technology
1464,Wen Pengcheng,1.6,China,WENS,"Poultry farming, animal healthcare"
1465,Wilbur Ross Jr,1.6,United States,WL Ross & Co,Investments
1466,William Heinecke,1.6,Thailand,Minor International,Catering
1467,Wu Guangming、Wu Qun,1.6,China,Jiangsu Yuyue Medical Equipment,Health care
1468,Wu Shangzhi,1.6,China,CDH,Investments
1469,Wu Yiling,1.6,China,Yiling Pharmaceutical,Pharmaceuticals
1470,Yang Zhimao、Zhu Fenglian,1.6,China,Xin Shiji,"Real Estate, Investments"
1471,Yao Xinyi,1.6,China,DunAn,Manufacturing
1472,Zhang Wanzheng,1.6,China,Three-Circle,Electronic components
1473,Zhang Xiugen、Zhang Hongliang,1.6,China,Hawtai,Automobiles & Auto Components
1474,Zhong Yu,1.6,China,Kangde Xin,Environmental Protection
1475,Zhou Guohui,1.6,China,Eternal Asia,Supply-chain management
1476,Zhu Baoguo & famiy,1.6,China,Joint Care,Pharmaceuticals
1477,Zhu Zhiping,1.6,China,Tongfang Unite,Real Estate
1478,Zhuang Min,1.6,China,Protruly,Electronic equipment
1479,Alain Taravella & Jacques Nicolet,1.5,France,Altarea Cogedim,Real Estate
1480,Alan Howard,1.5,Switzerland,Brevan Howard Asset Management,Hedge Funds
1481,Alexander Frolov,1.5,Russia,Evraz,Steel
1482,Alexander Karp,1.5,United States,Palantir Technologies,Technology
1483,Alvaro Saieh Bendeck,1.5,Chile,Corpbanca,Investments
1484,Ana Maria Marcondes Penido Sant'Anna,1.5,Brazil,CCR Group,Construction
1485,Arturo Moreno,1.5,United States,Anaheim Angels,Sports
1486,Chao Teng-Hsiung,1.5,Taiwan,Farglory,Real Estate
1487,Charlotte Soderstrom,1.5,Sweden,Hennes & Mauritz,Retail
1488,Chen Qixing,1.5,China,Changying,Precision Technology
1489,Christopher Cline,1.5,United States,Foresight Energy Partner,Energy
1490,Christopher Portman,1.5,United Kingdom,Portman Estate,Real Estate
1491,Ciliandra Fangiono,1.5,Indonesia,First Resources,Palm Oil
1492,Dan Wilks,1.5,United States,Wilks Masonry,Energy
1493,David Rockefeller Sr,1.5,United States,Standard Oil,Real Estate
1494,David Rubenstein,1.5,United States,Carlyle,Investments
1495,Dermot Desmond,1.5,Ireland,NCB,Investments
1496,Diego Della Valle,1.5,Italy,Tod's,Single Brand Retailing
1497,Doris Fisher,1.5,United States,GAP,Single Brand Retailing
1498,Esther Grether,1.5,Switzerland,Swatch,Luxury
1499,Ezra Nahmad,1.5,Monaco,-,Art
1500,Fang Tonghua,1.5,China,ZBD Pharmaceutical,Pharmaceuticals
1501,Farris Wilks,1.5,United States,Wilks Masonry,Energy
1502,Francesco Gaetano Caltagirone,1.5,Italy,Caltagirone,"Real Estate, cement manufacturing , construction"
1503,Franz Melnhof Mayr,1.5,Austria,Mayr Melnhof Karton,Packaging
1504,Georg Stumpf,1.5,Austria,M+W,Construction
1505,He Yamin,1.5,China,Chengdu Leejun Industrial,Machinery manufacturing
1506,Heidi Horten,1.5,Austria,Horten,Multi Brand Retailing
1507,"Herbert Allen, Jr",1.5,United States,Allen & Co,Investments
1508,Huang Hongyun、Tao Hongxia,1.5,China,Jinke,Real Estate
1509,Huang Shaowu,1.5,China,SinoPostgraduate,"Mobile phones, logistics, real estate"
1510,Ihor Kolomoyskyy,1.5,Ukraine,Privatbank,Banking
1511,Irwin Jacobs,1.5,United States,Qualcomm,Technology
1512,J.K. Rowling,1.5,United Kingdom,Novelist,Publishing
1513,Jai Hari Dalmia,1.5,India,Dalmia Bharat,Construction Materials
1514,Jiang Xuefei、Zhu Xuehua,1.5,China,Suntak,Electric
1515,Johannes Karcher,1.5,Germany,Alfred Karcher,Home Products
1516,John Coates,1.5,United Kingdom,Bet365,Online Gambling
1517,Jorgen Mads Clausen,1.5,Denmark,Danfoss,Manufacturing
1518,Juan Carlos Escotet,1.5,Venezuela,Banesco,Banking
1519,Karl-Johan Persson,1.5,Sweden,H&M,Retail (Clothes)
1520,Katsumi Tada,1.5,Japan,Daito Trust Construction,Real Estate
1521,Koos van Oord,1.5,Netherlands,Van Oord,Construction
1522,Kwee Liong Keng,1.5,Singapore,Pontiac Land,Real estate
1523,Kwee Liong Phing,1.5,Singapore,Pontiac Land,Real estate
1524,Kwee Liong Seen,1.5,Singapore,Pontiac Land,Real estate
1525,Kwee Liong Tek,1.5,Singapore,Pontiac Land,Real estate
1526,Lilian Wernighaus,1.5,Brazil,Weg,Industrial engineering
1527,Lin Chen-Hai,1.5,Taiwan,Pao Chia,Real Estate
1528,Liu Canglong,1.5,China,Hongda,"Metallurgical industry, chemicals, Real estate"
1529,Liu Ke-Chen,1.5,Taiwan,Advantech,TMT
1530,Liu Xuejing,1.5,China,GMK,"Meat, copper smelting"
1531,Louis Bacon,1.5,United States,Moore Capital,Hedge Funds
1532,Lutz Mario Helmig,1.5,Germany,Aton,Health Care
1533,Martin Bouygues,1.5,France,Bouygues,Construction
1534,Martin Naughton,1.5,Ireland,Glen Dimplex,Electronics
1535,Maurice Alter,1.5,Australia,Pacific Shopping Centres,Real Estate
1536,Maxim Nogotkov,1.5,Russia,Svyaznoy Retail,Multi Brand Retailing
1537,Michael Krasny,1.5,United States,CDW,Computer & Electronics Retail
1538,Michal Solowow,1.5,Poland,Synthos,Investments
1539,Murat Vargi,1.5,Turkey,MV Holding,Telecom
1540,Neal Patterson,1.5,United States,Cerner,Technology
1541,Nicola Leibinger-Kammueller,1.5,Germany,Trumpf,Machine tools
1542,Olivier Bouygues,1.5,France,Bouygues,Construction
1543,Othman Benjelloun,1.5,Morocco,BMCE Bank,Banking
1544,Peter Coates,1.5,United Kingdom,Bet365,Entertainment
1545,Peter Gilgan,1.5,Canada,Mattamy Homes,Real Estate
1546,Peter Leibinger,1.5,Germany,Trumpf,Machine tools
1547,Radhe Shyam Agarwal,1.5,India,Emami,FMCG
1548,Radhe Shyam Goenka,1.5,India,Emami,FMCG
1549,Randal Kirk,1.5,United States,Intrexon Corp,Pharmaceuticals
1550,Regina de Camargo Pires Oliveira Dias,1.5,Brazil,Camargo Corrêa,Conglomerate (Construction & Cement)
1551,Regine Leibinger,1.5,Germany,Trumpf,Machine tools
1552,Renata de Camargo Nascimento,1.5,Brazil,Camargo Corrêa,Conglomerate (Construction & Cement)
1553,Robert Coyuito jr,1.5,Philippines,Coyuito Group,Energy
1554,Roberto Hernandez Ramirez,1.5,Mexico,Banamex,Banking
1555,Ron Burkle,1.5,United Kingdom,Barnes & Noble,Multi Brand Retailing
1556,Rosana Camargo de Arruda Botelho,1.5,Brazil,Camargo Corrêa,Conglomerate (Construction & Cement)
1557,Sameer Gehlaut,1.5,India,Indiabulls Financial Services,Financial Services
1558,Seth Klarman,1.5,United States,Baupost Group,Hedge Funds
1559,Slavica Ecclestone,1.5,United Kingdom,Formula One,Entertainment
1560,Stephan Schmidheiny,1.5,Switzerland,Swiss Eternit Group,Investments
1561,Sunny Varkey,1.5,United Arab Emirates,Gems Education,Education
1562,Susanne Zimmermann von Siefart,1.5,Germany,Alfred Karcher,Home Products
1563,Tang Yiu,1.5,Hong Kong,Belle,Shoes
1564,Thomas Bailey,1.5,United States,Janus Capital,Investments
1565,Thomas Bruch,1.5,Germany,Globus Retail,Multi Brand Retailing
1566,Tom Persson,1.5,Sweden,Hennes & Mauritz,Retail
1567,Vijay Shekhar Sharma,1.5,India,Paytm,Technology
1568,Vincent Viola,1.5,United States,Virtu Financials,Electronic trading
1569,Vinod Khosla,1.5,United States,Khosla Ventures,Investments
1570,Vladimir Gruzdev,1.5,Russia,Rgi International,Investments
1571,Wang Han,1.5,China,JuneYao,Investments
1572,Willibert Krueger,1.5,Germany,Krueger,Food & Beverages
1573,Wim van der Leegte,1.5,Netherlands,VDL Group,Automobiles & Auto Components
1574,Xia Dinghu,1.5,China,Zhongding,Rubber and plastic
1575,Zhang Yue、Lai Yujing,1.5,China,Broad,"Air conditioning, construction"
1576,Zhang Zhangsun,1.5,China,Glory,Real Estate
1577,Zhong Naixiong,1.5,China,Nenking,"Real estate, Investments"
1578,Zhou Qingzhi、Zhao Yilan,1.5,Hong Kong,Narada,Manufacturing
1579,Zhou Weijian、Wang Manli,1.5,China,Maydos,Coating
1580,Zhou Yifeng,1.5,China,Oriental Energy,Petrochemicals
1581,Divyank Turakhia,1.5,United Arab Emirates,Media.net,Technology
1582,Suhon LIn,1.4,China,Chang Chun,Plastic industry
1583,Alan G Rydge,1.4,Australia,Amalgamated Holding Company,Entertainment
1584,Alberto Chiesi,1.4,Italy,Chiesi Farmaceutici,Pharmaceuticals
1585,Alfred Gantner,1.4,Switzerland,Partners Group,Financial Services
1586,Allan Wong,1.4,Hong Kong,VTECH,IT
1587,Allen Hong Shui-Shu,1.4,Taiwan,Catcher Technology,Manufacturing
1588,Anatoly Lomakin,1.4,Russia,Silvinit,Chemicals & Petrochemicals
1589,Andrew Buckeridge,1.4,Australia,Buckeridge Group,Construction
1590,Angela leong on-ki,1.4,China,SJM Holdings,Casinos
1591,Aras Agalarov,1.4,Russia,Crocus,Real Estate
1592,Arkady Volozh,1.4,Russia,Yandex,Technology
1593,Bacaksiz Sezai,1.4,Turkey,Limak,Construction
1594,Barbara Agnes Ferrari Bengolea & Amalia Amoedo,1.4,Argentina,Loma Negra,Cement
1595,Bharat Desai,1.4,United States,Syntel,Technology
1596,Bu Yang,1.4,China,Suning,Retail
1597,Cai Wensheng,1.4,China,Meitu,TMT
1598,Charles Brandes,1.4,United States,Brandes Investment Partners,Investments
1599,Charles Simonyi,1.4,United States,Microsoft,Computer Software
1600,Chau Cheok Wa,1.4,Macao,Suncity Group,Entertainment
1601,Chen Xiaxin,1.4,China,Xizi,Manufacturing
1602,David Harding,1.4,United Kingdom,Winton Capital,Investments
1603,Deng Wei,1.4,China,Bright Oceans,Telecom
1604,Don Simplot,1.4,United States,JR Simplot,Frozen food
1605,Douglas Perkins,1.4,United Kingdom,Specsavers,Single Brand Retailing
1606,Drayton McLane,1.4,United States,Walmart,Multi Brand Retailing
1607,Elisabeth Badinter,1.4,France,Publicis Groupe,Entertainment
1608,Florentino Perez,1.4,Spain,Actividades De Construcción Y Servicios,Construction
1609,Gabriel Escarrer,1.4,Spain,Melia Hotel,Hospitality
1610,Gary Fegel,1.4,Switzerland,Glencore,Commodities
1611,Gary Magness,1.4,United States,AT&T,Entertainment
1612,Gay Simplot,1.4,United States,JR Simplot,Frozen food
1613,Gu Wei,1.4,China,MTC,Digital products
1614,Guy Laliberte,1.4,Canada,Cirque Du Soleil,Entertainment
1615,Horst Julius Pudwill,1.4,Hong Kong,TTI,Manufacturing
1616,Huang Li,1.4,China,Guide Electrics,Electronics
1617,Huang Wenji,1.4,China,China Jicheng,Manufacturing
1618,Hubert Burda,1.4,Germany,Hubert Burda Media,Media
1619,Igor Altushkin,1.4,Russia,RMK,Mining
1620,James Leininger,1.4,United States,Kinetic Concept,Medical Equipments
1621,Jim McColl,1.4,United Kingdom,Clyde blowers,Manufacturing
1622,John Kapoor,1.4,United States,Insys Therapeutics,Pharmaceuticals
1623,John Magnier,1.4,Ireland,Coolmore Stud,Sports
1624,Jose & Francisco Jose Calderon Rojas,1.4,Mexico,FEMSA,Food & Beverages
1625,Josef Boquoi,1.4,Germany,Josef H. Boquoi Germany West,Conglomerate
1626,Kang Qiao,1.4,China,Searainbow Corp,"Medical e-commerce, digital entertainment, high tech chemical fiber"
1627,Karl Scheufele,1.4,Switzerland,Chopard,Manufacturing
1628,Liang Yunchao,1.4,China,BY-Health,Health Products
1629,Lin Ming-Cheng,1.4,Taiwan,Hua Nan,Financial Services
1630,Liu Shaoxi,1.4,China,Yihua Timbar Stock,"Wood, Real estate, Investment"
1631,Liu Xiaodong,1.4,China,Bairun,"Fragrances,Flavoring"
1632,Lu Zhaoxi,1.4,China,"Alibaba, Ant Financial",TMT
1633,Marcel Erni,1.4,Switzerland,Partners Group,Financial Services
1634,Marie-Jeanne Meyer,1.4,France,Louis Dreyfus Holdings,Retail
1635,Mary Perkins,1.4,United Kingdom,Specsavers,Single Brand Retailing
1636,Mehmet Sinan Tara,1.4,Turkey,Enka,Construction
1637,Monique Roosmale Nepveu,1.4,France,Louis Dreyfus Holdings,consumer durables
1638,Nihat Özdemir,1.4,Turkey,Limak,Construction
1639,Nobutada Saji,1.4,Japan,Suntory,Food & Beverages
1640,Norman Braman,1.4,United States,Keystone Discount Stores,Automobiles & Auto Components
1641,NR Narayana Murthy,1.4,India,Infosys,Software & Services
1642,Paul Gauselmann,1.4,Germany,Gauselmann,Gaming industry
1643,Paulo Chiesi,1.4,Italy,Chiesi Farmaceutici,Pharmaceuticals
1644,Peng Lei,1.4,China,"Alibaba, Ant Financial",TMT
